,time_point,type_0.94,crispr,count_bac,count_phage,bac_presence,phage_presence
0,0,0,1,6.0,0.0,1,0
1,0,0,2,3.0,0.0,1,0
2,0,1,1,3.0,0.0,1,0
3,0,3,1,9.0,0.0,1,0
4,0,4,2,1.0,0.0,1,0
5,0,5,2,9.0,0.0,1,0
6,0,7,2,2.0,0.0,1,0
7,0,11,2,1.0,0.0,1,0
8,0,14,2,3.0,0.0,1,0
9,0,15,1,16.0,0.0,1,0
10,0,17,2,3.0,0.0,1,0
11,0,18,2,9.0,0.0,1,0
12,0,22,1,3.0,0.0,1,0
13,0,30,2,1.0,0.0,1,0
14,0,36,1,9.0,0.0,1,0
15,0,38,1,15.0,0.0,1,0
16,0,38,2,10.0,0.0,1,0
17,0,41,2,1.0,0.0,1,0
18,0,42,1,5.0,0.0,1,0
19,0,43,1,8.0,0.0,1,0
20,0,63,2,7.0,0.0,1,0
21,0,65,2,6.0,0.0,1,0
22,0,72,1,11.0,0.0,1,0
23,0,78,1,3.0,0.0,1,0
24,0,79,1,1.0,0.0,1,0
25,0,91,1,9.0,0.0,1,0
26,0,94,2,1.0,0.0,1,0
27,0,95,2,1.0,0.0,1,0
28,0,115,1,2.0,2.0,1,1
29,0,131,1,1.0,1.0,1,1
30,0,143,1,1.0,0.0,1,0
31,0,147,1,1.0,0.0,1,0
32,0,148,1,17.0,0.0,1,0
33,0,153,2,1.0,0.0,1,0
34,0,157,1,5.0,0.0,1,0
35,0,164,2,1.0,0.0,1,0
36,0,174,2,1.0,0.0,1,0
37,0,188,1,13.0,0.0,1,0
38,0,194,1,1.0,0.0,1,0
39,0,198,1,15.0,0.0,1,0
40,0,206,1,12.0,0.0,1,0
41,0,207,1,4.0,0.0,1,0
42,0,213,1,18.0,0.0,1,0
43,0,236,2,1.0,0.0,1,0
44,0,243,1,12.0,0.0,1,0
45,0,243,2,1.0,0.0,1,0
46,0,251,2,1.0,0.0,1,0
47,0,253,1,1.0,0.0,1,0
48,0,262,1,11.0,0.0,1,0
49,0,275,1,3.0,0.0,1,0
50,0,275,2,1.0,0.0,1,0
51,0,278,1,2.0,0.0,1,0
52,0,286,1,1.0,0.0,1,0
53,0,295,1,12.0,0.0,1,0
54,0,306,1,1.0,0.0,1,0
55,0,310,1,1.0,0.0,1,0
56,0,311,1,13.0,0.0,1,0
57,0,329,2,1.0,0.0,1,0
58,0,332,2,1.0,0.0,1,0
59,0,334,1,20.0,0.0,1,0
60,0,355,1,1.0,1.0,1,1
61,0,358,1,13.0,0.0,1,0
62,0,360,1,1.0,0.0,1,0
63,0,366,1,14.0,0.0,1,0
64,0,378,1,10.0,0.0,1,0
65,0,378,2,1.0,0.0,1,0
66,0,382,1,10.0,0.0,1,0
67,0,383,1,1.0,0.0,1,0
68,0,393,2,1.0,0.0,1,0
69,0,395,1,9.0,0.0,1,0
70,0,425,1,17.0,0.0,1,0
