,C0,mu,eta,e,B,m_init,mean_m,mean_nb,mean_nu,mean_C,mean_nv,e_effective,pv_type,theta,gen_max,bac_extinct,phage_extinct,timestamp,end_time,folder_date,f,pv
5861,10000.0,3.1622776601683795e-05,0.0001,0.8,170.0,50.0,7.607842922210693,1491.2548828125,0.1084765493869781,6621.33349609375,222182.765625,0.086751602590084,binary,0.0,10000.0,0,0,2019-06-07T04:48:14.190353,10000.0,2019-05-14,0.3,0.02
5862,1000.0,3.162277660168379e-07,0.001,0.5,170.0,50.0,1.4117647409439087,271.70587158203125,0.7224497199058533,528.5490112304688,19261.431640625,0.404294490814209,binary,0.0,10000.0,0,0,2019-05-14T13:13:11.265919,10000.0,2019-05-14,0.3,0.02
5863,1000.0,3.162277660168379e-07,0.001,0.5,170.0,50.0,1.0392156839370728,308.29412841796875,0.7522683143615723,500.1176452636719,17774.21484375,0.488851934671402,binary,0.0,10000.0,0,0,2019-05-14T13:13:11.268801,10000.0,2019-05-14,0.3,0.02
5864,1000.0,3.162277660168379e-07,0.001,0.5,170.0,50.0,1.313725471496582,286.6078491210937,0.7179508209228516,512.5882568359375,18668.234375,0.4256874620914459,binary,0.0,10000.0,0,0,2019-05-14T13:13:11.262611,10000.0,2019-05-14,0.3,0.02
5865,1000.0,3.162277660168379e-07,0.001,0.5,170.0,50.0,1.254901885986328,295.2745056152344,0.7258732914924622,514.7254638671875,17624.509765625,0.430896908044815,binary,0.0,10000.0,0,0,2019-05-14T13:13:11.264835,10000.0,2019-05-14,0.3,0.02
5866,1000.0,3.162277660168379e-07,0.001,0.5,170.0,50.0,1.2941176891326904,280.92156982421875,0.7261195182800293,527.4117431640625,18640.587890625,0.420268177986145,binary,0.0,10000.0,0,0,2019-05-14T13:13:11.265106,10000.0,2019-05-14,0.3,0.02
5867,10000.0,3.1622776601683788e-06,0.0001,0.5,170.0,1.0,5.599999904632568,1511.5333251953125,0.1301734894514084,6661.53271484375,218166.46875,0.0914055630564689,binary,0.0,10000.0,0,0,2019-05-14T13:13:11.264876,10000.0,2019-05-14,0.3,0.02
5868,10000.0,3.1622776601683788e-06,0.0001,0.5,170.0,1.0,5.0625,1460.3125,0.1458456814289093,6704.625,221120.5,0.0994969755411148,binary,0.0,10000.0,0,0,2019-05-14T13:13:11.264908,10000.0,2019-05-14,0.3,0.02
5869,10000.0,3.1622776601683788e-06,0.0001,0.5,170.0,1.0,5.125,1506.0625,0.161432534456253,6614.5625,223134.0625,0.0923809260129928,binary,0.0,10000.0,0,0,2019-05-14T13:13:11.264829,10000.0,2019-05-14,0.3,0.02
5870,10000.0,3.1622776601683788e-06,0.0001,0.5,170.0,1.0,4.875,1501.0,0.1450003534555435,6648.1875,222357.4375,0.0971062630414962,binary,0.0,10000.0,0,0,2019-05-14T13:13:11.263592,10000.0,2019-05-14,0.3,0.02
