,time_point,type_0.98,crispr,count_bac,count_phage,bac_presence,phage_presence
0,0,5,2,1.0,0.0,0,0
1,0,10,2,7.0,0.0,1,0
2,0,11,2,5.0,0.0,1,0
3,0,14,2,1.0,0.0,0,0
4,0,19,2,1.0,0.0,0,0
5,0,25,2,2.0,0.0,1,0
6,0,26,2,3.0,0.0,1,0
7,0,40,1,8.0,10.0,1,1
8,0,40,2,9.0,0.0,1,0
9,0,42,2,1.0,0.0,0,0
10,0,93,1,1.0,2.0,0,1
11,0,94,2,1.0,0.0,0,0
12,0,104,1,2.0,8.0,1,1
13,0,110,2,1.0,0.0,0,0
14,0,148,2,1.0,0.0,0,0
15,0,164,2,1.0,0.0,0,0
16,0,186,2,1.0,0.0,0,0
17,0,216,2,1.0,0.0,0,0
18,0,243,2,1.0,0.0,0,0
19,0,251,2,1.0,0.0,0,0
20,0,275,1,2.0,0.0,1,0
21,0,275,2,1.0,0.0,0,0
22,0,279,2,1.0,0.0,0,0
23,0,329,2,10.0,0.0,1,0
24,0,337,1,10.0,0.0,1,0
25,0,350,2,1.0,0.0,0,0
26,0,384,2,1.0,0.0,0,0
27,0,435,1,1.0,0.0,0,0
28,0,439,1,1.0,0.0,0,0
29,0,473,2,1.0,0.0,0,0
30,0,503,2,1.0,0.0,0,0
31,0,509,2,1.0,0.0,0,0
32,0,568,1,11.0,10.0,1,1
33,0,574,1,5.0,5.0,1,1
34,0,590,2,1.0,0.0,0,0
35,0,595,2,1.0,0.0,0,0
36,0,609,1,1.0,2.0,0,1
37,0,609,2,1.0,0.0,0,0
38,0,671,1,14.0,0.0,1,0
39,0,697,1,5.0,0.0,1,0
40,0,705,1,1.0,0.0,0,0
41,0,741,1,1.0,0.0,0,0
42,0,757,2,1.0,0.0,0,0
43,0,760,2,1.0,0.0,0,0
44,0,775,1,1.0,1.0,0,0
45,0,776,1,1.0,0.0,0,0
46,0,787,2,1.0,0.0,0,0
47,0,803,2,1.0,0.0,0,0
48,0,844,2,1.0,0.0,0,0
49,0,876,1,10.0,10.0,1,1
50,0,882,2,1.0,0.0,0,0
51,0,975,2,1.0,0.0,0,0
52,0,989,2,2.0,0.0,1,0
53,0,995,2,1.0,0.0,0,0
54,0,998,1,2.0,0.0,1,0
55,0,1014,2,3.0,0.0,1,0
56,0,1019,2,5.0,0.0,1,0
57,0,1055,1,6.0,7.0,1,1
58,0,1070,1,1.0,0.0,0,0
59,0,1200,1,1.0,0.0,0,0
60,0,1203,1,1.0,2.0,0,1
61,0,1247,1,1.0,1.0,0,0
62,0,1268,1,1.0,0.0,0,0
63,0,1284,1,1.0,0.0,0,0
64,0,1314,1,1.0,0.0,0,0
65,0,1361,1,17.0,18.0,1,1
66,0,1427,1,1.0,0.0,0,0
67,0,1448,1,14.0,0.0,1,0
68,0,1472,1,11.0,11.0,1,1
69,0,1473,1,1.0,1.0,0,0
70,0,1596,1,1.0,1.0,0,0
71,0,1599,1,2.0,1.0,1,0
72,0,1612,1,1.0,1.0,0,0
73,0,1630,1,1.0,0.0,0,0
74,0,1658,1,1.0,1.0,0,0
75,0,1692,1,13.0,0.0,1,0
76,0,1694,1,2.0,0.0,1,0
77,0,1741,1,1.0,0.0,0,0
78,0,1816,1,1.0,2.0,0,1
79,0,1848,1,1.0,4.0,0,1
80,0,1849,1,1.0,2.0,0,1
81,0,1859,1,1.0,0.0,0,0
82,0,1870,1,1.0,0.0,0,0
83,0,1988,1,1.0,0.0,0,0
84,0,1994,1,2.0,0.0,1,0
85,0,2007,1,7.0,0.0,1,0
86,0,2023,1,1.0,1.0,0,0
87,0,2060,1,1.0,0.0,0,0
88,0,2087,1,1.0,11.0,0,1
89,0,2130,1,1.0,1.0,0,0
90,0,2140,1,9.0,0.0,1,0
91,0,2160,1,2.0,0.0,1,0
92,0,2180,1,1.0,7.0,0,1
93,0,2211,1,1.0,1.0,0,0
94,0,2284,1,1.0,1.0,0,0
95,0,2354,1,4.0,0.0,1,0
96,0,2411,1,1.0,0.0,0,0
97,0,2412,1,16.0,16.0,1,1
98,0,2450,1,1.0,0.0,0,0
99,0,2705,1,1.0,0.0,0,0
100,0,2786,1,1.0,0.0,0,0
101,0,2800,1,1.0,1.0,0,0
102,0,2822,1,1.0,11.0,0,1
103,0,2856,1,20.0,21.0,1,1
104,0,2884,1,1.0,1.0,0,0
105,0,2886,1,9.0,0.0,1,0
106,0,2887,1,1.0,8.0,0,1
107,0,2924,1,1.0,0.0,0,0
108,0,2925,1,1.0,1.0,0,0
109,0,2968,1,1.0,0.0,0,0
110,0,2978,1,1.0,1.0,0,0
111,0,2986,1,1.0,15.0,0,1
112,0,2993,1,16.0,0.0,1,0
113,0,3045,1,1.0,0.0,0,0
114,0,3137,1,2.0,4.0,1,1
115,0,3140,1,1.0,0.0,0,0
116,0,3201,1,3.0,0.0,1,0
117,0,3207,1,1.0,0.0,0,0
118,0,3240,1,1.0,0.0,0,0
119,0,3264,1,3.0,0.0,1,0
120,0,3335,1,1.0,0.0,0,0
121,0,3404,1,1.0,0.0,0,0
122,0,3416,1,1.0,1.0,0,0
123,0,3481,1,1.0,1.0,0,0
124,0,3486,1,1.0,0.0,0,0
125,0,3521,1,1.0,1.0,0,0
126,0,3547,1,1.0,0.0,0,0
127,0,3580,1,1.0,0.0,0,0
128,0,3607,1,1.0,0.0,0,0
129,0,3679,1,13.0,0.0,1,0
130,0,3743,1,1.0,0.0,0,0
131,0,3975,1,2.0,0.0,1,0
132,0,4060,1,1.0,0.0,0,0
133,0,4145,1,1.0,1.0,0,0
134,0,4159,1,2.0,0.0,1,0
135,0,4207,1,1.0,0.0,0,0
136,0,4258,1,9.0,8.0,1,1
137,0,4264,1,1.0,1.0,0,0
138,0,4268,1,1.0,1.0,0,0
139,0,4271,1,8.0,0.0,1,0
140,0,4273,1,3.0,0.0,1,0
141,0,4331,1,1.0,0.0,0,0
142,0,4363,1,1.0,1.0,0,0
143,0,4420,1,1.0,2.0,0,1
144,0,4423,1,3.0,10.0,1,1
145,0,4424,1,4.0,4.0,1,1
146,0,4501,1,3.0,0.0,1,0
147,0,4531,1,1.0,2.0,0,1
148,0,4628,1,1.0,1.0,0,0
149,0,4655,1,11.0,0.0,1,0
150,0,4679,1,17.0,0.0,1,0
151,0,4714,1,1.0,1.0,0,0
152,0,4747,1,1.0,1.0,0,0
153,0,4831,1,12.0,12.0,1,1
154,0,5022,1,2.0,0.0,1,0
155,0,5094,1,1.0,1.0,0,0
156,0,5110,1,1.0,0.0,0,0
157,0,5254,1,1.0,0.0,0,0
158,0,5311,1,1.0,1.0,0,0
159,0,5528,1,1.0,1.0,0,0
160,0,5775,1,16.0,0.0,1,0
161,0,5776,1,3.0,1.0,1,0
162,0,5793,1,1.0,1.0,0,0
163,0,5829,1,1.0,1.0,0,0
164,0,5939,1,7.0,13.0,1,1
165,0,5942,1,18.0,0.0,1,0
166,0,5980,1,15.0,0.0,1,0
167,0,6032,1,1.0,1.0,0,0
168,0,6053,1,1.0,1.0,0,0
169,0,6195,1,1.0,0.0,0,0
170,0,6197,1,1.0,0.0,0,0
171,0,6280,1,3.0,0.0,1,0
172,0,6281,1,7.0,0.0,1,0
173,0,6300,1,1.0,1.0,0,0
174,0,6447,1,1.0,0.0,0,0
175,0,6637,1,1.0,0.0,0,0
176,0,6658,1,9.0,0.0,1,0
177,0,7031,1,1.0,0.0,0,0
178,0,7162,1,13.0,14.0,1,1
179,0,7330,1,1.0,0.0,0,0
180,0,7374,1,1.0,0.0,0,0
181,0,7701,1,1.0,1.0,0,0
182,0,8062,1,7.0,7.0,1,1
183,0,8129,1,1.0,1.0,0,0
184,0,8170,1,1.0,1.0,0,0
185,0,8351,1,2.0,0.0,1,0
186,0,8362,1,1.0,1.0,0,0
187,0,8442,1,2.0,2.0,1,1
188,0,8498,1,1.0,0.0,0,0
189,0,8515,1,1.0,1.0,0,0
190,0,8582,1,1.0,0.0,0,0
191,0,8629,1,1.0,1.0,0,0
192,0,8665,1,9.0,9.0,1,1
193,0,8804,1,11.0,0.0,1,0
194,0,8850,1,1.0,0.0,0,0
195,0,8982,1,1.0,0.0,0,0
196,0,9015,1,1.0,5.0,0,1
197,0,9032,1,9.0,14.0,1,1
198,0,9061,1,1.0,0.0,0,0
199,0,9066,1,9.0,0.0,1,0
